CONTROL_STORE,CORR_SALES,CORR_CUST,DIST_SALES,DIST_CUST,SCORE_DIST_SALES,SCORE_DIST_CUST,FINAL_SCORE
222,0.20867387457197453,0.3213358134115196,597.45,50.5,0.5074198155532077,0.4411764705882353,0.3696514935312343
223,-0.14086758105472721,-0.08234571700169455,712.475,68.25,0.40970655226788855,0.24229691876750703,0.10719754324474345
224,-0.08291868237097941,-0.3088988028763958,216.78750000000002,38.5,0.8307910399422342,0.5756302521008403,0.2536509516989248
225,-0.29857550894410645,-0.1802881278401933,617.425,55.0,0.4904511354043336,0.39075630252100846,0.10058595028526057
226,0.18755452524064817,-0.02783202228147709,1194.76875,89.875,0.0,0.0,0.039930625739792766
227,-0.37789419505505395,-0.5854603284199765,650.8625,57.5,0.4620461170074385,0.36274509803921573,-0.03464082710709407
228,0.17894232216699232,-0.06124862132340586,103.82499999999999,7.875,0.9267522179806421,0.9187675070028011,0.49080335645675743
229,0.19116870613058193,0.502139504851751,605.3,53.75,0.5007512729164787,0.40476190476190477,0.399705347165179
230,-0.18465494773766067,0.6145485136773855,770.125,66.875,0.3607331149421016,0.25770308123249297,0.2620824405285799
231,-0.18721341163888078,-0.3031448341725457,860.4000000000001,66.0,0.28404487461971784,0.2675070028011205,0.01529840790235297
232,0.44154139708776446,0.26560927732754347,671.7625,59.75,0.44429165317207076,0.33753501400560226,0.3722443353982453
233,0.89437508323164,0.9905421560670273,17.6,0.625,1.0,1.0,0.9712293098246668
234,0.6974439066285457,0.5282215486973252,139.1125,5.5,0.89677563221076,0.9453781512605042,0.7669548096992838
235,0.10005570061861765,-0.10223602183581595,238.38125,8.25,0.8124472383419964,0.9145658263305322,0.4312081858638326
236,0.44326732722396783,0.44567740566452657,647.275,55.5,0.46509368346721747,0.3851540616246498,0.4347981194950904
237,0.5181151343044718,0.6025721824793364,1104.9750000000001,83.375,0.07627942043143754,0.07282913165266103,0.31744896721697674
238,-0.2203511364135199,-0.03465704874481707,914.575,70.25,0.2380234354675148,0.21988795518207283,0.05072580137281267
239,0.01457563275182289,-0.07752942892115565,106.9625,6.75,0.9240869246656437,0.9313725490196079,0.4481264193789797
240,-0.21873043355399063,-0.3650715225959838,139.33749999999998,9.25,0.8965844956383696,0.9033613445378151,0.30403597100655255
241,-0.16955375505531117,-0.16033606821793617,541.7,47.125,0.554779210712143,0.4789915966386554,0.17597024601938777
242,-0.6422534575506736,-0.6148573012142887,244.3375,9.0,0.8073874285228859,0.9061624649859944,0.11410978368597949
243,-0.25506369510064636,-0.22134814322725194,150.8875,11.5,0.8867728182556665,0.8781512605042017,0.32212806010799244
244,-0.6749150138529074,-0.4220635637221749,218.175,38.875,0.829612364412494,0.5714285714285714,0.07601558956649573
245,0.19571195782652462,0.01818049601200355,113.1875,8.25,0.9187988128295115,0.9145658263305322,0.5118142732496429
246,-0.1586757006073849,-0.18297506141679798,265.55,12.625,0.7893674972258651,0.865546218487395,0.3283157384222693
247,-0.6199905169021502,-0.5934717134411865,621.775,55.625,0.4867558283381207,0.3837535014005602,-0.08573822515116394
248,0.3327928042489514,0.5483679197986799,128.1125,10.375,0.9061200868609535,0.8907563025210083,0.6695092783573983
249,-0.5230013962128581,-0.009811085172748306,58.77499999999999,6.625,0.965022007252571,0.9327731092436975,0.34124565877766555
250,0.5368202104260004,0.5849322765859163,856.95,66.625,0.2869756353963695,0.26050420168067223,0.4173080810222396
